Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
2020-11-24 14:07:23,37,Male,berlin,Management & Leadership,12.0,10.0,Other,,"Python, PHP, Javascript / Typescript, SQL, Docker",90000.0,0.0,85000.0,0.0,30.0,Full-time employee,Unlimited contract,English,11-50,Consulting,no,,
2020-11-24 14:13:21,38,Male,frankfurt,Management & Leadership,16.0,1.0,Lead,,"Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",99000.0,112000.0,,0.0,25.0,Full-time employee,,English,101-1000,Fintech,no,,
2020-11-24 14:13:25,28,Male,munich,Operations & Support,9.0,3.0,Senior,network,,61200.0,7300.0,53300.0,6200.0,30.0,Full-time employee,Unlimited contract,English,1000,Automotive,no,,
2020-11-24 14:14:23,35,Male,stuttgart,Operations & Support,14.0,8.0,Senior,,"AWS, Google Cloud",80000.0,5000.0,53000.0,4000.0,30.0,Full-time employee,Unlimited contract,German,1000,Product,no,0.0,
2020-11-24 14:17:20,31,Male,berlin,Operations & Support,10.0,5.0,Senior,nothing,Python,60000.0,77000.0,67500.0,0.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 14:21:40,29,Male,dusseldorf,Data & AI,1.0,1.0,Junior,,,45000.0,2000.0,,0.0,30.0,Full-time employee,Unlimited contract,German,1000,Consulting,no,,
2020-11-24 14:24:07,39,Male,munich,Data & AI,5.0,5.0,Other,qlik,"Javascript / Typescript, SQL",56000.0,17000.0,53000.0,17000.0,30.0,Full-time employee,Unlimited contract,German,1000,Product,no,36.0,
2020-11-24 14:26:28,31,Female,berlin,Other Roles,11.0,2.0,Other,,"Adobe Cloud, Sketch, 3Ds Max",32000.0,0.0,21800.0,0.0,27.0,Full-time employee,Temporary contract,English,101-1000,Startup,no,0.0,
2020-11-24 14:28:29,39,Male,munich,Software Development,12.0,6.0,Lead,,"Javascript / Typescript, Kubernetes, Docker",108000.0,0.0,108000.0,0.0,0.0,Self-employed (freelancer),Unlimited contract,English,1-10,Consulting,no,0.0,
2020-11-24 14:28:35,29,Male,munich,Software Development,8.0,4.0,Senior,,SQL,95000.0,7000.0,74000.0,6000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 14:29:49,36,Male,nuremberg,Software Development,1.0,0.5,Junior,,"PHP, SQL",37500.0,0.0,,0.0,28.0,Full-time employee,Temporary contract,German,1-10,Startup,yes,0.0,
2020-11-24 14:30:08,33,Male,berlin,Software Development,10.0,2.0,Other,,"Ruby, Objective C",67000.0,0.0,66000.0,0.0,29.0,Full-time employee,Unlimited contract,English,1000,Product,no,,500.0
2020-11-24 14:30:58,35,Male,frankfurt,Other Roles,12.0,2.0,Senior,,,100000.0,32000.0,,0.0,0.0,Full-time employee,Unlimited contract,English,101-1000,Bank,no,,
2020-11-24 14:31:59,31,Male,berlin,Data & AI,9.0,5.0,Senior,,"Kotlin, SQL, AWS, Docker, Spark",81000.0,12150.0,80600.0,0.0,0.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 14:34:00,38,Male,berlin,Software Development,11.0,1.0,Senior,,"Python, Javascript / Typescript, SQL, AWS, Docker",35000.0,0.0,,0.0,0.0,Founder,Unlimited contract,English,1-10,Startup,no,,
2020-11-24 14:34:18,37,Male,berlin,Software Development,15.0,3.0,Senior,,"Python, .NET, Azure, Kubernetes, Docker",72000.0,10000.0,62000.0,7000.0,36.0,Full-time employee,Unlimited contract,English,1000,Product,yes,0.0,
2020-11-24 14:34:36,34,Male,munich,Management & Leadership,7.0,,Other,,,72000.0,0.0,72000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,30.0,
2020-11-24 14:34:38,30,Male,ansbach,Software Development,4.0,3.0,Junior,,Javascript / Typescript,42000.0,0.0,36000.0,0.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 14:37:11,34,Male,munich,Software Development,14.0,6.0,Other,blockchain,"Python, Kotlin, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",95000.0,10000.0,85000.0,10000.0,24.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,400.0
2020-11-24 14:37:19,33,Male,berlin,Software Development,12.0,2.0,Senior,,"SQL, Go, AWS, Docker",67000.0,0.0,65000.0,0.0,26.0,Full-time employee,Unlimited contract,English,101-1000,,no,0.0,
2020-11-24 14:38:11,43,Male,berlin,Software Development,5.0,1.5,Other,,Kotlin,64000.0,6000.0,63000.0,6000.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,
2020-11-24 14:40:25,32,Female,stuttgart,Other Roles,2.0,2.0,Junior,,,52000.0,4000.0,48000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 14:42:18,34,Male,leipzig,Software Development,14.0,2.0,Senior,,"Kotlin, Java / Scala, Azure",60000.0,60000.0,52000.0,52000.0,23.0,Full-time employee,Unlimited contract,English,101-1000,Consulting,no,,
2020-11-24 14:47:18,29,Male,berlin,Software Development,9.0,5.0,Senior,,"Kotlin, SQL, Azure, Kubernetes, Docker, Mongo",85000.0,0.0,66000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 14:49:06,37,Male,berlin,Software Development,14.0,5.0,Senior,angular,"Javascript / Typescript, Azure, Kubernetes, GraphQL",84000.0,0.0,82000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,IT Department,no,0.0,
2020-11-24 14:49:52,41,Male,munich,Management & Leadership,19.0,5.0,Senior,autonomous,C/C++,123600.0,0.0,120000.0,0.0,33.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 14:52:12,33,Male,mannheim,Software Development,6.0,2.0,Other,,.NET,49000.0,0.0,48000.0,0.0,28.0,Full-time employee,Unlimited contract,English,51-100,Startup,no,24.0,
2020-11-24 14:54:48,33,Female,berlin,Operations & Support,9.0,2.0,Other,,,57000.0,0.0,54000.0,0.0,21.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,
2020-11-24 14:56:33,40,Male,munich,Operations & Support,18.0,14.0,Lead,,"SQL, AWS, Kubernetes, Docker, Groovy",78000.0,8000.0,76000.0,7000.0,30.0,Full-time employee,Unlimited contract,German,1000,Product,no,0.0,
2020-11-24 14:58:11,38,Male,munich,Software Development,12.0,12.0,Senior,,"PHP, Javascript / Typescript, SQL",70000.0,1500.0,68000.0,1500.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Telecommunications,no,0.0,675.0
2020-11-24 15:03:12,29,Male,munich,Software Development,5.0,,Other,,,57000.0,0.0,57000.0,0.0,26.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 15:04:23,27,Male,berlin,Software Development,7.0,0.0,Senior,,"SQL, Go, AWS, Kubernetes, Docker",72000.0,15000.0,,0.0,30.0,Full-time employee,Unlimited contract,English,11-50,Product,no,,
2020-11-24 15:05:21,39,Male,berlin,Management & Leadership,10.0,5.0,Lead,,,120000.0,200000.0,120000.0,200000.0,25.0,Full-time employee,Unlimited contract,English,1000,Product,no,,2000.0
2020-11-24 15:07:35,33,Male,frankfurt,Software Development,10.0,1.0,Senior,,"Javascript / Typescript, SQL, Azure",26400.0,0.0,,0.0,0.0,Self-employed (freelancer),Unlimited contract,English,1-10,Startup,no,,
2020-11-24 15:07:35,28,Male,berlin,Software Development,8.0,5.0,Senior,,,68000.0,0.0,,0.0,0.0,Full-time employee,,,,,no,,
2020-11-24 15:08:28,33,Female,munich,Operations & Support,6.5,3.0,Senior,,,58000.0,3500.0,55000.0,3000.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 15:09:28,38,Male,munich,Data & AI,10.0,3.0,Lead,,"SQL, AWS, Azure, Kubernetes, Docker",92000.0,101.0,85000.0,7000.0,30.0,Full-time employee,Unlimited contract,English,51-100,Consulting,no,20.0,
2020-11-24 15:10:18,42,Male,berlin,Data & AI,20.0,20.0,Senior,,"Java / Scala, SQL, AWS, Google Cloud, Azure, Docker",80000.0,0.0,66000.0,0.0,30.0,Full-time employee,Unlimited contract,German,1000,Product,no,0.0,
2020-11-24 15:17:34,38,Male,hamburg,Software Development,12.0,6.0,Senior,,"Python, Java / Scala, AWS, Docker",73000.0,7000.0,72000.0,0.0,30.0,Full-time employee,Unlimited contract,English,51-100,Product,no,,
2020-11-24 15:17:54,29,Male,berlin,Operations & Support,9.0,2.0,Senior,,"SQL, AWS, Kubernetes",62000.0,8000.0,55000.0,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,
2020-11-24 15:21:19,30,Male,berlin,Software Development,11.0,2.0,Senior,,"Kotlin, .NET, SQL, AWS",55000.0,0.0,55000.0,0.0,30.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,,
2020-11-24 15:22:10,32,Male,berlin,Software Development,9.0,5.0,Lead,,"Javascript / Typescript, Ruby, AWS, Kubernetes, Docker",90000.0,0.0,75000.0,0.0,25.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,
2020-11-24 15:27:01,41,Male,munich,Software Development,21.0,3.0,Senior,,"Kubernetes, Docker",80000.0,0.0,78000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,0.0
2020-11-24 15:28:50,34,Male,berlin,Operations & Support,10.0,4.0,Senior,,"Javascript / Typescript, AWS, Kubernetes",85000.0,25000.0,72000.0,0.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 15:32:59,34,Male,berlin,Operations & Support,6.0,6.0,Other,,"Python, Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",62000.0,70000.0,54000.0,60000.0,28.0,Full-time employee,Unlimited contract,German,1000,Media,no,,
2020-11-24 15:37:24,25,Male,stuttgart,Software Development,7.0,1.0,Senior,,"Python, PHP, Javascript / Typescript, SQL",60000.0,0.0,,0.0,26.0,Full-time employee,Unlimited contract,English,11-50,Startup,yes,,
2020-11-24 15:38:09,32,Male,berlin,Software Development,12.0,1.5,Senior,,"Swift, objective-c",66800.0,0.0,65000.0,0.0,25.0,Full-time employee,Unlimited contract,English,51-100,Product,no,20.0,1000.0
2020-11-24 15:41:16,33,Male,munich,Data & AI,10.0,4.0,Senior,,SQL,70000.0,0.0,70000.0,850.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 15:41:45,34,Male,berlin,Data & AI,12.0,3.0,Senior,,"Python, SQL, Google Cloud, Kubernetes, Docker",90000.0,0.0,80000.0,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,,500.0
2020-11-24 15:42:31,28,Male,berlin,Software Development,7.0,1.0,Senior,,"Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",70000.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 15:56:31,39,Male,munich,Operations & Support,17.0,5.0,Senior,oracle,SQL,64000.0,70000.0,,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,500.0
2020-11-24 15:59:02,30,Male,berlin,Software Development,7.0,2.0,Senior,,"Javascript / Typescript, SQL, Go, AWS, Docker",72000.0,0.0,66000.0,0.0,25.0,Full-time employee,Unlimited contract,English,11-50,Product,no,0.0,0.0
2020-11-24 15:59:17,34,Male,berlin,Operations & Support,12.0,2.0,Senior,,"Go, AWS, Kubernetes, Docker",70000.0,0.0,,0.0,25.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,1000.0
2020-11-24 16:02:11,35,Male,berlin,Operations & Support,10.0,4.0,Senior,,"SQL, AWS, Docker",63500.0,63500.0,60000.0,60000.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 16:03:27,35,Female,berlin,Software Development,12.0,5.0,Other,,"AWS, Docker",70000.0,0.0,70000.0,0.0,29.0,Full-time employee,Unlimited contract,English,101-1000,E-commerce,no,,
2020-11-24 16:05:55,34,Male,berlin,Software Development,10.0,3.0,Senior,,"Python, Javascript / Typescript, Docker",68000.0,0.0,68000.0,0.0,40.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,30.0,0.0
2020-11-24 16:06:53,34,Male,berlin,Software Development,12.0,2.0,Lead,,"Javascript / Typescript, .NET, SQL, Azure",78000.0,8000.0,64000.0,70000.0,36.0,Full-time employee,Unlimited contract,German,1000,Product,no,0.0,0.0
2020-11-24 16:14:57,35,Male,berlin,Software Development,8.0,1.0,Senior,elixir,Erlang,75000.0,0.0,,0.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,1500.0
2020-11-24 16:15:34,38,Male,berlin,Software Development,13.0,6.0,Lead,,Kotlin,89570.0,20240.0,82240.0,18000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,0.0,500.0
2020-11-24 16:16:41,34,Female,berlin,Software Development,9.0,3.0,Senior,,"Python, Kotlin, Java / Scala, Google Cloud, Kubernetes, Docker",78000.0,3000.0,65000.0,7000.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 16:20:42,31,Male,berlin,Software Development,7.0,,Senior,,Swift,80000.0,0.0,72500.0,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,20.0,
2020-11-24 16:26:30,34,Male,berlin,Software Development,15.0,5.0,Senior,,"Javascript / Typescript, Ruby, SQL, Google Cloud, Kubernetes, Docker",70000.0,70000.0,65000.0,65000.0,30.0,Full-time employee,Unlimited contract,English,51-100,Product,no,,
2020-11-24 16:34:40,29,Female,munich,Software Development,5.0,4.0,Other,,"Javascript / Typescript, Java / Scala, AWS",67000.0,5000.0,65000.0,4000.0,31.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 16:35:30,37,Male,berlin,Software Development,15.0,3.0,Senior,,"Python, Java / Scala, Docker",85000.0,5000.0,100000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 16:42:53,44,Male,stuttgart,Software Development,22.0,3.0,Senior,erlang,"Python, SQL, Docker",76000.0,0.0,76000.0,0.0,30.0,Full-time employee,Unlimited contract,English,51-100,Startup,no,,
2020-11-24 16:56:17,30,Male,munich,Software Development,9.0,3.0,Other,,"Javascript / Typescript, Kubernetes",66000.0,0.0,64000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 17:01:00,26,Male,frankfurt,Other Roles,4.0,4.0,Other,,"Python, Javascript / Typescript",65000.0,70000.0,55000.0,55000.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Consulting,no,,
2020-11-24 17:03:03,33,Diverse,hamburg,Software Development,1.0,6.0,Other,,"Python, SQL, Kubernetes, Docker",130000.0,0.0,,0.0,0.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 17:05:17,33,Male,berlin,Software Development,14.0,4.0,Senior,,"PHP, Java / Scala",68000.0,0.0,68000.0,0.0,0.0,Full-time employee,Unlimited contract,English,51-100,Product,no,,500.0
2020-11-24 17:08:51,27,Male,tuttlingen,Software Development,4.0,4.0,Junior,,.NET,46000.0,2000.0,43000.0,2000.0,30.0,Full-time employee,Unlimited contract,German,1-10,Product,no,40.0,
2020-11-24 17:12:18,38,Male,stuttgart,Software Development,15.0,8.0,Senior,,.NET,56400.0,0.0,56400.0,0.0,30.0,Full-time employee,Unlimited contract,English,11-50,Product,no,,
2020-11-24 17:21:09,32,Male,munich,Software Development,11.0,3.5,Senior,,"PHP, Javascript / Typescript, Java / Scala, Docker",81200.0,81200.0,,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,28.0,
2020-11-24 17:24:17,36,Female,berlin,Other Roles,11.0,4.0,Senior,,,70000.0,11000.0,55000.0,0.0,0.0,Full-time employee,Unlimited contract,English,1000,Product,no,,1500.0
2020-11-24 17:24:24,26,Male,frankfurt,Software Development,7.0,1.5,Senior,,,65000.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 17:27:43,29,Male,berlin,Software Development,12.0,3.0,Senior,,"PHP, Go",75000.0,75000.0,70000.0,70000.0,27.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,1000.0
2020-11-24 17:28:01,32,Male,nuremberg,Operations & Support,8.0,2.0,Senior,,"Javascript / Typescript, Java / Scala",60000.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Consulting,yes,0.0,500.0
2020-11-24 17:29:12,29,Male,bonn,Software Development,5.0,2.0,Other,objectivec,Swift,55000.0,4000.0,55000.0,1800.0,24.0,Full-time employee,Unlimited contract,English,11-50,Product,no,,
2020-11-24 17:29:25,33,Male,hamburg,Software Development,10.0,3.0,Senior,,Elixir,75000.0,0.0,70000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 17:30:40,32,Male,munich,Operations & Support,9.0,3.0,Senior,qa,Java / Scala,76000.0,0.0,,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 17:31:48,34,Male,berlin,Software Development,10.0,10.0,Senior,,Python,76000.0,12000.0,73000.0,8000.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 17:33:40,31,Male,moscow,Data & AI,2.5,0.0,Lead,,Python,20000.0,6500.0,17000.0,3500.0,30.0,Full-time employee,Unlimited contract,Russian,1000,Bank,no,,
2020-11-24 17:35:27,29,Male,munich,Software Development,7.0,1.0,Senior,,"Javascript / Typescript, AWS",80000.0,0.0,,0.0,0.0,Full-time employee,Unlimited contract,English,11-50,Startup,no,,
2020-11-24 17:35:46,33,Male,munich,Software Development,10.0,4.0,Senior,,Javascript / Typescript,78000.0,0.0,65000.0,0.0,30.0,Full-time employee,Unlimited contract,German,51-100,Product,no,,
2020-11-24 17:37:32,32,Male,berlin,Software Development,4.0,1.0,Senior,,"Python, SQL, Go, AWS, Kubernetes, Docker",65000.0,0.0,,57000.0,28.0,Full-time employee,Unlimited contract,English,51-100,Product,no,,
2020-11-24 17:38:51,29,Male,berlin,Software Development,8.0,1.5,Other,,Python,65000.0,0.0,60000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 17:39:35,28,Male,munich,Software Development,5.0,6.0,Senior,,"Python, C/C++",67000.0,2000.0,44000.0,2500.0,20.0,Self-employed (freelancer),Unlimited contract,English,1-10,Startup,yes,,
2020-11-24 17:40:40,25,Male,hamburg,Data & AI,2.0,2.0,Other,,.NET,48000.0,5000.0,43200.0,48000.0,28.0,Full-time employee,Unlimited contract,German,11-50,Product,no,,
2020-11-24 17:40:57,32,Male,munich,Software Development,9.0,1.0,Senior,abap,SAP / ABAP,70800.0,5000.0,,0.0,30.0,Full-time employee,Unlimited contract,German,1000,Consulting,no,35.0,
2020-11-24 17:45:03,26,Male,frankfurt,Software Development,3.0,1.0,Other,,"Python, Java / Scala",48000.0,0.0,,0.0,27.0,Full-time employee,Unlimited contract,English,51-100,Consulting,no,,
2020-11-24 17:45:39,29,Male,munich,Software Development,8.0,0.25,Senior,,"Kotlin, C/C++, Java / Scala",65400.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,English,11-50,Consulting,no,0.0,0.0
2020-11-24 17:47:00,40,Male,berlin,Software Development,18.0,2.5,Senior,,"PHP, SQL, Go, Docker, Postgres",60000.0,0.0,60000.0,0.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,34.0,0.0
2020-11-24 17:47:42,27,Male,munich,Software Development,5.0,1.0,Senior,,,71000.0,5000.0,66000.0,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 17:51:26,27,Male,munich,Software Development,5.0,1.0,Senior,,"Javascript / Typescript, Go",65000.0,0.0,65000.0,65000.0,22.0,Full-time employee,Unlimited contract,English,51-100,Product,no,,
2020-11-24 17:53:18,38,Male,koblenz,Operations & Support,20.0,2.0,Senior,,,44000.0,0.0,42000.0,0.0,25.0,Full-time employee,Unlimited contract,German,11-50,Systemhaus,no,20.0,
2020-11-24 17:55:30,22,Male,warsaw,Software Development,3.0,0.0,Other,,,27000.0,0.0,,0.0,21.0,Full-time employee,Unlimited contract,Polish,51-100,Consulting,no,,
2020-11-24 17:57:20,30,Male,berlin,Operations & Support,9.0,5.0,Lead,,"Python, Google Cloud, Kubernetes, Docker",90000.0,0.0,80000.0,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 17:57:39,30,Male,hamburg,Software Development,6.0,0.0,Other,,"Javascript / Typescript, .NET, SQL, Docker",60000.0,6000.0,,0.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 18:01:03,29,Male,munich,Software Development,8.0,3.0,Senior,,"Python, C/C++, Docker",73000.0,400.0,59000.0,60000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 18:06:17,37,Male,heidelberg,Software Development,15.0,7.0,Senior,,"Javascript / Typescript, SAP / ABAP",67500.0,7500.0,65000.0,5000.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 18:09:09,28,Male,berlin,Operations & Support,6.0,1.5,Other,,"Python, Go, AWS, Kubernetes, Docker",66000.0,122.13,66000.0,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,0.0,0.0
2020-11-24 18:10:47,28,Female,berlin,Software Development,8.0,0.0,Lead,,,80000.0,0.0,,0.0,28.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,500.0
2020-11-24 18:10:54,26,Male,karlsruhe,Software Development,5.0,5.0,Other,,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",55000.0,0.0,52000.0,0.0,30.0,Full-time employee,Unlimited contract,Multiple languages,11-50,Consulting,no,32.0,0.0
2020-11-24 18:12:43,28,Male,stuttgart,Software Development,5.0,1.5,Other,,Linux,55000.0,5000.0,42000.0,0.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Product,no,0.0,
2020-11-24 18:13:06,33,Male,berlin,Software Development,13.0,3.0,Senior,,"Ruby, Java / Scala, Go, AWS, Kubernetes, Docker",75000.0,20000.0,68000.0,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,,600.0
2020-11-24 18:16:39,25,Male,berlin,Software Development,5.0,0.0,Senior,,Python,60000.0,5600.0,,0.0,0.0,,,,,,no,,
2020-11-24 18:19:49,38,Male,cologne,Operations & Support,7.0,2.0,Other,,,54500.0,0.0,54500.0,0.0,30.0,Full-time employee,Unlimited contract,German,11-50,Consulting,no,,1500.0
2020-11-24 18:22:41,40,Male,frankfurt,Software Development,22.0,3.0,Senior,,"Kotlin, Javascript / Typescript, Java / Scala, Kubernetes, Docker",72000.0,5000.0,45000.0,45000.0,30.0,Full-time employee,Unlimited contract,German,1000,Product,no,,
2020-11-24 18:25:30,28,Male,munich,Software Development,9.0,1.0,Senior,,MongoDB,60000.0,0.0,,0.0,28.0,Full-time employee,Unlimited contract,English,1-10,Startup,no,20.0,
2020-11-24 18:27:22,29,Male,berlin,Software Development,11.0,2.0,Senior,,"Python, Go, AWS, Kubernetes, Docker",85000.0,4000.0,85000.0,4000.0,30.0,Full-time employee,Unlimited contract,English,51-100,Product,no,,
2020-11-24 18:32:14,24,Male,aachen,Other Roles,3.0,2.0,Junior,,"Python, C/C++",10164.0,0.0,,0.0,14.0,Part-time employee,Temporary contract,English,11-50,University,no,,
2020-11-24 18:33:17,30,Male,berlin,Software Development,4.0,2.0,Senior,,"Javascript / Typescript, .NET, SQL, Go, Kubernetes, Docker",65000.0,0.0,,0.0,0.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 18:36:46,31,Male,munich,Software Development,11.0,1.0,Other,,Docker,75000.0,0.0,,0.0,0.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 18:37:32,44,Male,munich,Software Development,28.0,6.0,Senior,,"C/C++, .NET, SQL",78500.0,0.0,78500.0,2000.0,30.0,Full-time employee,Unlimited contract,English,51-100,Product,no,,
2020-11-24 18:39:05,35,Male,dusseldorf,Management & Leadership,5.0,2.0,Senior,,,56000.0,56000.0,54000.0,54000.0,30.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,0.0,
2020-11-24 18:39:13,41,Female,munich,Data & AI,12.0,12.0,Senior,,"Python, SQL, Azure",68000.0,4500.0,61500.0,5000.0,30.0,Full-time employee,Unlimited contract,German,101-1000,Consulting,no,0.0,0.0
2020-11-24 18:40:13,32,Male,berlin,Software Development,12.0,1.0,Senior,,"Python, SQL, AWS, Kubernetes, Docker",83000.0,500.0,75000.0,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,0.0,40.0
2020-11-24 18:44:33,28,Female,mannheim,Software Development,4.0,4.0,Junior,,"PHP, SQL, Perl",53000.0,0.0,,0.0,30.0,Full-time employee,Unlimited contract,English,1000,Consulting,no,,
2020-11-24 18:49:18,33,Male,berlin,Software Development,10.0,1.0,Other,,Swift,65000.0,0.0,,0.0,27.0,Full-time employee,Unlimited contract,English,1000,Product,no,,500.0
2020-11-24 18:50:28,27,Male,berlin,Software Development,8.0,1.0,Other,,Javascript / Typescript,45000.0,0.0,,0.0,28.0,Full-time employee,Unlimited contract,English,51-100,Product,no,30.0,
2020-11-24 18:50:50,30,Male,samara,Software Development,2.0,0.0,Other,,"PHP, Javascript / Typescript, SQL",12000.0,0.0,,0.0,0.0,,,,,,no,,
2020-11-24 18:51:35,32,Male,berlin,Software Development,5.0,3.0,Other,,"Javascript / Typescript, AWS, Docker",72000.0,0.0,60000.0,0.0,30.0,Full-time employee,Unlimited contract,English,11-50,Product,no,0.0,
2020-11-24 18:52:09,34,Male,berlin,Software Development,15.0,2.0,Lead,,"Java / Scala, SQL",80000.0,12000.0,76000.0,11000.0,28.0,Full-time employee,Unlimited contract,English,1000,Product,no,,750.0
2020-11-24 18:53:16,33,Male,berlin,Software Development,10.0,,Senior,salesforce,"Python, Javascript / Typescript, Apex",68000.0,0.0,,0.0,25.0,Full-time employee,Temporary contract,English,11-50,Startup,no,,
2020-11-24 18:53:57,26,Male,riga,Software Development,4.0,0.0,Other,,"Javascript / Typescript, SAP / ABAP",24000.0,0.0,20000.0,0.0,20.0,Full-time employee,Unlimited contract,English,101-1000,Consulting,no,0.0,0.0
2020-11-24 18:54:07,41,Male,berlin,Software Development,19.0,7.0,Lead,,"C/C++, SQL, AWS, Kubernetes, Docker",95500.0,14500.0,94000.0,7500.0,30.0,Full-time employee,Unlimited contract,English,1000,Product,no,,
2020-11-24 18:54:54,35,Male,cologne,Software Development,14.0,7.0,Senior,,"Python, C/C++, SQL",72000.0,77000.0,70000.0,70000.0,35.0,Full-time employee,Unlimited contract,English,101-1000,Product,no,,
2020-11-24 18:58:54,26,Male,hamburg,Software Development,7.0,3.5,Senior,,"Python, Javascript / Typescript, AWS, Docker",72000.0,0.0,,0.0,27.0,Full-time employee,Unlimited contract,German,101-1000,Consulting,no,,
2020-11-24 18:59:20,27,Male,berlin,Software Development,3.0,0.0,Other,,"Kotlin, Java / Scala",65000.0,0.0,,0.0,0.0,Full-time employee,Unlimited contract,English,101-1000,Startup,no,,
